3-gram	*/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	3/1:3	4/1:3	4/2:4	5/1:3	5/2:4	5/3:5	6/1:3	6/2:4	6/3:5	6/4:6	7/1:3	7/2:4	7/3:5	7/4:6	7/5:7	8/1:3	8/2:4	8/3:5	8/4:6	8/5:7	8/6:8	9/1:3	9/2:4	9/3:5	9/4:6	9/5:7	9/6:8	9/7:9	*/1:3	*/2:4	*/3:5	*/4:6	*/5:7	*/6:8	*/7:9	*/8:10	*/9:11	*/-9:-7	*/-8:-6	*/-7:-5	*/-6:-4	*/-5:-3	*/-4:-2	*/-3:-1
ERY	1835595583	330910	747178784	413088198	44192432	185942226	165742373	122360871	330910	0	747178784	0	920906	412167292	0	0	1305051	42887381	0	211276	0	0	185730950	1280783	0	71992745	0	132520	92336325	258768	861645	23810670	0	0	0	97429788	8033593	749172611	637095236	42887381	186368681	92336325	97812909	16994965	2861785	480617	129740057	23810670	73092353	0	2578898	1599729856
NSI	1823155367	108995	1161846	1772557	86480980	155816323	230697697	370093589	108995	0	1161846	0	0	1772557	0	84825013	702926	953041	0	26865513	119749715	9201095	0	0	33649886	187999358	5577257	3471196	0	0	11111036	73502512	8621798	247497246	29360997	0	108995	177561727	883711183	83581438	370644308	215281175	9873286	34223074	40327458	162297530	251816060	201141252	349589266	554010494	45562724	3996439
OND	1821563403	755331	54720232	47380128	698752111	168787659	78854561	306770999	755331	409704	54310528	157770	43324063	3898295	0	254121760	4095748	440534603	0	93177413	1844532	24131291	49634423	0	37010885	993670	14634662	11579299	14636045	187203	234481832	452391	54702688	15951728	755282	239875	1510008	992631757	12874502	544236514	122521493	21618113	10232551	114319346	1619119	224333209	248161540	85632475	225923215	290026855	99356238	577704863
RTI	1821040658	144472	362280	5412499	86428251	345042236	264512748	242564914	144472	0	362280	0	1828336	3584163	0	32681242	53747009	0	0	113494859	225226745	5100697	1219935	0	78821383	100845433	83977803	623789	244340	0	24434672	107388569	10305977	99012336	1423360	0	144472	300807361	1013098729	102706411	168948574	219410699	1764609	5331844	7325130	106199998	248855726	238838197	263030377	617542027	62723191	6037169
DUC	1819169719	1683859	14687629	11440173	70457268	397364296	311387291	439305635	1683859	13496294	1191335	10969233	252641	218299	3962015	0	66263499	231754	9611998	4659088	128880200	254213010	0	1879209	26065838	34801291	247393835	1247118	0	2023284	221172293	87378729	101669930	684786	26376613	0	43625892	316419688	341039365	856160675	3771878	242741890	3554810	8326497	2632317	34616226	257231344	452620821	163981366	475444188	365145538	3325247
HOW	1815729773	630072115	187432864	281648462	101334234	601613272	4605936	2590735	630072115	7390407	180042457	2102378	279546084	0	21812943	76035629	0	3485662	524234006	54785811	0	0	22593455	393458	3494645	0	0	112392	605441	910854	1679881	0	0	0	0	0	1186916161	595917047	0	3485662	22705847	6705056	0	0	0	1016133	2073339	527728651	76598754	84237622	287048883	836799130
ERT	1809544701	252001	8147154	39207322	207753687	492043202	309554581	320097373	252001	166410	7980744	0	8118686	31088636	0	11742297	15108796	180902594	0	274988878	20608343	132260101	64185880	0	51842172	23633507	53125611	174649859	6303432	0	142711273	18872478	123248670	32816875	1223710	1224367	418411	570180826	116184811	735309844	360945998	15861185	4110853	4082312	1573206	112359502	246304126	113756389	500356541	123944299	332766912	293392657
SEE	1801727547	846494292	451154504	196846260	197150798	53733090	14118661	32325906	846494292	450899103	255401	195589343	0	1256917	188623295	0	4900899	3626604	44806810	0	1566646	2487566	4872068	2684656	0	1152763	324522	6655457	3301263	14712938	0	125184	0	1469351	3045911	12972522	1743810437	255401	9557824	6438692	16407117	7348958	16038842	1271788	598488	14712938	3240071	47005404	192021515	199146758	471252975	874161008
NOW	1791229670	679337516	438203547	298067012	5087273	99234280	14747641	191879819	679337516	236036	437967511	308483	297653528	105001	716741	1760167	2096214	514151	12295429	43891563	0	41307183	1740105	5919422	3033130	4591813	1203276	0	0	0	189251096	100729	738853	0	1789141	0	698813627	978435703	6893757	100805449	2902298	3378836	0	0	0	23473571	211717905	16518751	51357773	3271926	343082102	1119664284
IMP	1787558291	1543138	3598507	15567128	343730657	205839514	175818361	426200478	1543138	273063	3325444	14465471	438625	663032	104779947	235364114	519931	3066665	178990158	19021423	7320168	507765	0	158369171	13577485	3871705	0	0	0	424690132	599696	910650	0	0	0	0	1451935466	302939145	23275256	4090863	0	5317561	0	0	0	456790614	162100705	197043282	127936487	257149753	1739384	8598279
ABO	1787056888	864060	1027059	1450353351	93267166	21675485	34399489	60691036	864060	340567	686492	1334192974	115889052	271325	12164291	79627069	215906	1259900	6569853	12507293	2256234	342105	0	13592498	16321020	2628583	1857388	0	0	19779615	12129353	17056058	11532168	193842	0	0	1406639083	282236711	36615665	33353942	24078503	4024701	0	108283	0	80644403	38088596	56369434	42101447	1419294625	116787630	3081777
PEC	1784226987	283651	7093825	4059411	98379969	506365410	368062669	159158308	283651	2891105	4202720	1506928	2552483	0	2103988	3599771	92676210	0	1413973	303076201	66316047	135559189	0	32228354	193549591	101504179	23119248	17661297	0	3579918	92245772	9708839	40269002	13354777	0	0	58027139	770287790	486294030	319697413	127546998	7246218	13042390	1629224	455785	91629368	335095125	337297234	466732008	107896771	256724454	4942156
CEN	1783826555	857903	125204439	80568984	321020815	598494492	160435380	117779497	857903	125204439	0	15827399	64741585	0	179492640	25064373	116353384	110418	397050776	8677192	32346729	159837455	582340	19006310	8893792	77641286	8529754	46243316	120922	45763032	4390101	32393764	16457225	12304901	6470474	0	820198788	111767043	289608106	375169402	63749294	27633912	39964661	44490066	6727569	77395668	75239243	506999025	293856064	136317496	565263748	1671583
RIS	1782076111	473689	179006048	235960709	324348037	91148609	144914929	277873214	473689	170149626	8856422	48926313	88976067	98058329	38534542	117726128	123291016	44796351	2485427	44605370	8303447	30980488	4773877	303032	30673195	22355856	38131231	49313671	4137944	260910	44916271	133960855	21610329	50002311	25735438	1387100	261520068	358756191	512986952	164970883	154884127	109867739	73796198	6596121	134027761	31238939	100250365	252073275	234850141	358561780	541036355	164350294
MAR	1775964347	7369537	171195028	236762069	397152912	422554489	244114069	169264496	7369537	168177788	3017240	220794135	11880830	4087104	372810600	637951	19147670	4556691	233068212	2007693	30209831	140259614	17009139	205434976	1497677	20872991	4836337	10934594	537494	66935234	545951	9864805	61456036	4976924	25485546	0	1308329398	19846257	135821133	234240438	36772749	39945575	826856	181941	0	71178642	259156213	268007670	463918564	266744248	375998633	36577205
ENS	1770996323	740275	31167429	246552885	154778261	391761304	207032870	344511691	740275	205308	30962121	2221469	220731785	23599631	40750064	69217168	1424189	43386840	14269139	122003715	3818193	145280222	106390035	13544381	36310748	3485250	61320161	17537987	74834343	3254970	60241493	410580	215443391	34038009	446613	30676635	76725442	599121399	33188550	568619658	256572120	104239042	74857637	44000776	6853217	28356278	168329960	141907022	495242956	177926559	388900192	317555688
TAI	1765027033	2184238	22380790	17315738	191001556	537790195	412135935	333580557	2184238	22380790	0	7102674	9793847	419217	17977082	16302484	156602797	119193	3850929	8613316	72351571	452974379	0	3414636	6464825	197089179	90555661	114611634	0	1962836	8759660	40376330	191084609	57406579	33887760	102783	58977906	50556199	481431120	820441829	244172253	106621085	863516	470445	1334111	6468061	59027309	156358407	493320899	251547196	791147754	2825431
ELY	1751308590	2147195	16443741	2159657	515248901	143281158	176754265	142094619	2147195	0	16443741	183299	274266	1702092	571144	0	3905208	510772549	885856	5208648	0	578689	136607965	0	0	0	0	351290	176402975	0	0	0	0	1206401	0	140888218	3787494	21926655	5607300	511351238	139268249	176402975	140888218	311127581	206715805	330902	0	1194120	6243219	1389700	5109453	1737041196
OMM	1747661259	0	3547266	19065158	252134950	128599663	153790960	479342127	0	0	3547266	0	18173309	891849	0	252134950	0	0	0	128466450	133213	0	0	0	142998512	1001534	9537610	253304	0	0	465538299	483352	12848044	369459	102973	0	0	1603990323	2509948	126266253	6243100	8018916	512815	119904	0	263688757	512978900	149236685	142499998	262403058	18649490	4439115
SUR	1735122761	16366673	127799746	10140321	165523264	400451028	521034140	238009837	16366673	127799746	0	7493110	2335651	311560	98715552	651694	65795415	360603	241101722	2565938	44612925	112170443	0	138466149	1167120	14054312	125315637	241751051	279871	78960245	0	74609370	22700967	52319990	9419265	0	826159401	8549990	229883722	326454019	305420044	16987974	14040221	5059641	1248845	111464333	182311842	332781240	144100777	236391580	574556604	17318707
HEA	1719821233	231168	407504452	500484421	318860090	251995774	99504912	67509940	231168	405221888	2282564	415050193	85434228	0	311814067	6089307	438082	518634	180737272	62647743	2118491	4430896	2061372	44318929	16215207	5076967	857748	27523122	5512939	20681262	2786206	9930121	615448	24763002	7327150	1406751	1411374226	184303181	20088957	8741465	65189694	20432711	6771306	1277328	1330613	31442905	57277806	210426254	384337459	452859475	535470533	13150222
ULA	1713255664	171315	2832267	4793452	12621861	221968074	122508729	185159052	171315	407072	2425195	608302	998746	3186404	0	1518171	4244202	6859488	0	2161445	3370284	178091420	38344925	0	1165345	976313	22980975	95495064	1891032	0	681497	5363249	65551093	46117764	53279199	14166250	1186689	8950399	17570686	612119310	438739997	171744904	377196057	40800707	6374433	6194958	103223996	473824683	326110031	123406503	609956242	67586466
ULT	1712422601	275164	9965239	96946947	273677451	383677216	252324618	236016592	275164	0	9965239	4876650	16788706	75281591	888775	14506897	46747829	211533950	0	119157024	10354552	213898256	40267384	29823680	174198787	7435050	30470015	4708172	5688914	2291130	23731984	5145202	62258976	11245243	181222	131162835	80346108	472091369	149335369	557137934	98676514	106578636	246568780	600441	1087450	63236720	71480735	251762925	301211460	71911986	340181964	474604210
ILI	1696501308	545683	1951974	8830218	58820850	217327606	386773653	205041648	545683	884978	1066996	4978343	2066219	1785656	0	29317832	29007191	495827	0	25069056	187048533	4213405	996612	0	142065526	31732335	205912335	7063457	0	112578	17224128	28911724	34957563	123388668	287827	159160	6521582	227555078	315620716	428939196	195540023	105577235	217046363	39294143	42650127	111778571	99977187	349437701	115944143	954125826	48922387	5049934
BEE	1688792738	7457782	1654062342	6673404	3662725	7972731	1198128	6874635	7457782	1654062342	0	6314397	0	359007	3294305	0	0	368420	6825670	0	0	0	1147061	697679	0	0	103105	0	397344	5634088	0	0	0	0	1087923	152624	1684651198	0	359007	471525	1147061	1656822	278484	228641	0	5634088	697679	6825670	3415359	6589057	1655276125	9989825
ORK	1683087659	200467	926666790	141432581	107416207	336607936	60264291	80464396	200467	0	926666790	0	140551964	880617	807238	105753216	323138	532615	222829	272516894	941790	0	62926423	0	24579057	388736	1460612	23535874	10300012	0	30296407	124092	2621793	838522	2147588	44435994	1230534	1511710665	3172332	5180771	90936636	16067744	50261198	4143812	113025	5098217	30810366	25491729	283537584	110619225	171366394	1049916024
LIS	1682095398	1956427	103625903	42101943	104030634	274865415	104272191	339012629	1956427	103290493	335410	24474140	7653506	9974297	63887536	3542720	25722260	10878118	13717924	1547833	6824228	246763731	6011699	23583076	2653644	19419389	15972991	30963670	11679421	26473092	2932198	9870231	166008358	13726914	111909531	8092305	257964768	21444090	74083901	515390433	70215990	361260758	215277027	93318658	18700303	45956420	106899090	115397762	462253765	131942286	745188043	70354760
NIT	1679865263	582212	89712765	117138833	313274302	145740389	201068218	319302108	582212	989233	88723532	1633759	115314835	190239	4294716	279107916	29769425	102245	10270896	70387357	21490813	41470031	2121292	20269747	11923783	23961685	5143923	139769080	0	350404	41000018	10609620	77780769	2708853	186852444	0	42381453	647564116	113307661	131999724	282319425	288250593	24202955	116762391	30884531	34005000	95444526	56527868	423085053	323177669	637334905	91719520
ORI	1679533364	436697	5178225	14280889	98133897	150938269	486475249	298922948	436697	1102951	4075274	2310771	8459150	3510968	69078470	14093831	8651336	6310260	23009689	21893069	95518047	9555282	962182	147283007	6066896	15592760	258302522	58301702	928362	8905873	713603	4877079	44096037	237950613	2252499	127244	338896871	90033867	142124935	361877154	534429697	86334498	82962711	21690853	11422541	60439164	182442079	119271931	317656004	778399458	100817251	17485187
THR	1673179164	759323	3054097	532620215	146191632	682775275	57207868	49225106	759323	3054097	0	532620215	0	0	145551946	0	639686	0	674758298	0	5283112	2733865	0	33316794	0	7496723	16394351	0	0	31368869	0	9976505	954838	6924894	0	0	1566822483	0	54134063	28669765	10891302	5047361	6396921	867153	350116	36308992	41482072	693512214	159841059	562208015	6427648	759323
ATH	1656426922	493499	118703353	262204317	586502499	188820533	188425069	129968541	493499	121695	118581658	1090217	30871949	230242151	14998751	517638528	18492246	35372974	7967014	49808738	69831190	16445082	44768509	17349763	109877129	16077775	20903071	22696826	1520505	7604704	85176382	7657838	18300774	3340264	3154570	4734009	53904983	995935779	348025771	99395875	99204283	14165785	27169522	13385369	2013825	26290980	114490685	148064180	110407853	636398481	99596687	443485264
VEL	1654573696	3070054	850295	269511765	203588437	105867555	99172163	204527836	3070054	850295	0	1911194	0	267600571	6052296	3905208	138621817	55009116	1523488	641648	80926991	21202981	1572447	33411164	0	35579053	16322234	13635855	223857	1429861	0	133543637	46679302	907515	21670049	297472	53660236	4546856	1091560433	162366169	21572727	22850976	91847243	88821457	64426825	304667766	125622951	163433596	90970656	106619871	485609527	328644171
TIE	1642539281	15180527	41642491	6938833	118306584	228735597	236170564	219993528	15180527	41399571	242920	2894460	173308	3871065	3209635	0	107166054	7930895	1004247	1509291	118199848	106108452	1913759	907061	0	128879441	7666363	95919132	2798567	126053	411386	5354493	559837	41608724	171933035	0	64721554	2336905	363856261	122889572	147661648	178132770	347968838	157914148	113522392	126053	2518891	8992814	139286316	173329789	1285212594	32189686
ANI	1625600626	1111987	5687844	24237134	131156824	338802145	198560462	296321775	1111987	2107855	3579989	5967283	17898944	370907	69658085	57675973	1434543	2388223	80795888	9262216	194689058	51714300	2340683	6986626	46120446	21260677	95083347	28236392	872974	8052635	12496252	20977923	85524893	154104737	13203435	1961900	179096831	211893099	265650332	502490614	284597382	37838609	56978189	41484200	37521009	204034410	40294496	189675588	279217348	609117982	144789549	14544418
CUL	1623340608	983268	10219345	4073312	12482792	166314045	231051104	257496693	983268	10219345	0	3585083	488229	0	4603727	4133626	3551097	194342	119472008	168014	44374567	2299456	0	123923535	4516706	31163426	53546206	17901231	0	8287026	12063724	12113266	30670703	59923732	134438242	0	323098140	27722530	115564360	254760211	223409205	624860174	19744354	5732370	15753953	44580886	314982008	426053277	107021901	492110929	169763024	1177610
