9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
HBOURHOOD	10523264	0	0	0	0	0	0	10523264	0	0	0	0	9784047
IGHBOURHO	10523264	0	0	0	0	10523264	0	0	0	0	0	0	0
GHBOURHOO	10523264	0	0	0	0	0	10523264	0	0	0	0	0	0
EIGHBOURH	10523264	0	0	0	10523264	0	0	0	0	0	0	0	0
DELIGHTFU	10523015	0	0	10523015	0	0	0	0	0	0	0	0	0
ELIGHTFUL	10523015	0	0	0	10523015	0	0	0	0	0	0	0	9505589
ECOLLECTI	10522817	0	0	0	10522817	0	0	0	0	0	0	0	0
ERSECUTIO	10509049	0	0	0	10509049	0	0	0	0	0	0	0	0
RSECUTION	10509049	0	0	0	0	10509049	0	0	0	0	0	0	8818433
INCORRECT	10494562	8027304	8027304	10494562	0	0	0	0	0	0	0	0	8027304
RESPONSIV	10493274	0	0	9273228	0	1220046	0	0	0	0	0	0	0
XTRACTION	10489843	0	0	0	10489843	0	0	0	0	0	0	0	10042756
EXTRACTIO	10489843	0	0	10489843	0	0	0	0	0	0	0	0	0
SUSTAINAB	10489237	0	0	10021943	0	467294	0	0	0	0	0	0	0
TINCTIONS	10481058	0	0	0	0	427561	10053497	0	0	0	0	0	10481058
EGRADATIO	10475608	0	0	0	10037734	0	0	437874	0	0	0	0	0
COMPETING	10471262	10471262	10471262	10471262	0	0	0	0	0	0	0	0	10471262
NDEFINITE	10463999	0	0	0	10463999	0	0	0	0	0	0	0	5467633
INDEFINIT	10463999	0	0	10463999	0	0	0	0	0	0	0	0	0
OPPRESSIO	10463252	0	0	10463252	0	0	0	0	0	0	0	0	0
SCATTERIN	10462884	0	0	10219790	0	0	0	243094	0	0	0	0	0
CATTERING	10462884	0	0	0	10219790	0	0	0	243094	0	0	0	10462884
DEMOGRAPH	10456267	0	0	10277444	0	0	0	0	178823	0	0	0	0
DISPENSAB	10445663	0	0	249983	0	10195680	0	0	0	0	0	0	0
XTENSIVEL	10443941	0	0	0	10443941	0	0	0	0	0	0	0	0
INDISPENS	10428222	0	0	10428222	0	0	0	0	0	0	0	0	0
UNTENANCE	10427385	0	0	0	0	10074192	0	0	353193	0	0	0	8877815
PROPAGATI	10421901	0	0	10294104	0	0	0	127797	0	0	0	0	0
ROCLAMATI	10415408	0	0	0	10415408	0	0	0	0	0	0	0	0
OCLAMATIO	10415408	0	0	0	0	10415408	0	0	0	0	0	0	0
PROCLAMAT	10415408	0	0	10415408	0	0	0	0	0	0	0	0	0
PROHIBITE	10415020	0	0	10415020	0	0	0	0	0	0	0	0	0
ROHIBITED	10415020	0	0	0	10415020	0	0	0	0	0	0	0	10415020
NATURALIS	10406269	297496	297496	10138735	0	0	0	0	267534	0	0	0	297496
EXEMPTION	10399444	7482870	7482870	10399444	0	0	0	0	0	0	0	0	7482870
CHARLOTTE	10398842	9091457	9091457	10398842	0	0	0	0	0	0	0	0	9091457
DDRESSING	10393826	0	0	0	10393826	0	0	0	0	0	0	0	10393826
ADDRESSIN	10393826	0	0	10393826	0	0	0	0	0	0	0	0	0
FORMANCES	10389258	0	0	0	0	0	10389258	0	0	0	0	0	10389258
TUBERCULO	10389251	0	0	10389251	0	0	0	0	0	0	0	0	0
HUNGARIAN	10381426	8949883	8949883	10381426	0	0	0	0	0	0	0	0	8949883
NFLICTING	10380227	0	0	0	1377635	9002592	0	0	0	0	0	0	10380227
ROLIFERAT	10375703	0	0	0	9802435	0	0	318280	0	100522	154466	0	0
PROLIFERA	10375703	0	0	9802435	0	0	318280	0	100522	154466	0	0	0
SCREENING	10375676	9992609	9992609	10375676	0	0	0	0	0	0	0	0	9992609
ECIPITATI	10371712	0	0	0	0	10224289	0	0	0	0	0	147423	0
CONCEALED	10366901	10169346	10169346	10169346	0	197555	0	0	0	0	0	0	10366901
MPORARILY	10366831	0	0	0	0	10366831	0	0	0	0	0	0	10366831
EMPORARIL	10366831	0	0	0	10366831	0	0	0	0	0	0	0	0
ONDITIONE	10346115	0	0	0	9337147	0	1008968	0	0	0	0	0	0
TRAVELLIN	10331949	0	0	10331949	0	0	0	0	0	0	0	0	0
LIZATIONS	10331779	0	0	0	0	0	697216	3739349	357691	4322921	734510	0	10331779
SSESSIONS	10330075	0	0	0	0	10113061	0	0	217014	0	0	0	10330075
MINISTERI	10319594	0	0	6151763	0	4167831	0	0	0	0	0	0	0
NTICIPATI	10313189	0	0	0	10313189	0	0	0	0	0	0	0	0
VANCEMENT	10305327	0	0	0	0	10305327	0	0	0	0	0	0	9816613
DVANCEMEN	10305327	0	0	0	10305327	0	0	0	0	0	0	0	0
ADVANCEME	10305327	0	0	10305327	0	0	0	0	0	0	0	0	0
CONFRONTE	10302258	0	0	10302258	0	0	0	0	0	0	0	0	0
ONFRONTED	10302258	0	0	0	10302258	0	0	0	0	0	0	0	10302258
GRAMMATIC	10301468	0	0	6858337	0	389914	3053217	0	0	0	0	0	2431088
OCIOLOGIC	10300390	0	0	0	10300390	0	0	0	0	0	0	0	0
CIOLOGICA	10300390	0	0	0	0	10300390	0	0	0	0	0	0	0
ARITHMETI	10299277	0	0	10299277	0	0	0	0	0	0	0	0	0
RITHMETIC	10299277	0	0	0	10299277	0	0	0	0	0	0	0	8963612
ILISATION	10299265	0	0	0	0	1869114	6671217	1525224	233710	0	0	0	9752923
VOCATIONA	10298343	0	0	10188005	110338	0	0	0	0	0	0	0	0
ENERATING	10298329	0	0	0	9008612	0	1289717	0	0	0	0	0	10298329
GENERATIN	10298329	0	0	9008612	0	1289717	0	0	0	0	0	0	0
ARTHQUAKE	10298133	0	0	0	10298133	0	0	0	0	0	0	0	6887538
EARTHQUAK	10298133	0	0	10298133	0	0	0	0	0	0	0	0	0
ROCLAIMED	10285543	0	0	0	10285543	0	0	0	0	0	0	0	10285543
PROCLAIME	10285543	0	0	10285543	0	0	0	0	0	0	0	0	0
HOMOGENEO	10281906	0	0	9503094	0	636086	142726	0	0	0	0	0	0
MOGENEOUS	10281906	0	0	0	0	9503094	0	636086	142726	0	0	0	10016492
OMOGENEOU	10281906	0	0	0	9503094	0	636086	142726	0	0	0	0	0
ESPONSIVE	10265796	0	0	0	9045750	0	1220046	0	0	0	0	0	7072499
UTTERANCE	10259516	6091940	6091940	10259516	0	0	0	0	0	0	0	0	6091940
EMANCIPAT	10256749	0	0	10256749	0	0	0	0	0	0	0	0	0
ISPENSABL	10253864	0	0	0	249983	0	10003881	0	0	0	0	0	0
MISCELLAN	10247269	0	0	10247269	0	0	0	0	0	0	0	0	0
MELANCHOL	10241018	0	0	10241018	0	0	0	0	0	0	0	0	0
HISTORIES	10236967	10236967	10236967	10236967	0	0	0	0	0	0	0	0	10236967
DISTORTIO	10234782	0	0	10234782	0	0	0	0	0	0	0	0	0
ISTORTION	10234782	0	0	0	10234782	0	0	0	0	0	0	0	7122470
NFIRMATIO	10231544	0	0	0	0	10130181	0	0	101363	0	0	0	0
ONFIRMATI	10231544	0	0	0	10130181	0	0	101363	0	0	0	0	0
THOLOGICA	10224917	0	0	0	178953	9183419	0	251105	0	0	381413	230027	0
COMMUNION	10224596	9913770	9913770	10224596	0	0	0	0	0	0	0	0	9913770
WITHDRAWN	10223898	10223898	10223898	10223898	0	0	0	0	0	0	0	0	10223898
GMENTATIO	10221852	0	0	0	0	6016390	4038358	0	0	0	167104	0	0
PROBATION	10221563	4481750	4481750	5592667	0	4006239	0	0	622657	0	0	0	9110646
INCAPABLE	10215367	10215367	10215367	10215367	0	0	0	0	0	0	0	0	10215367
NDICATORS	10200154	0	0	0	10200154	0	0	0	0	0	0	0	10200154
COMPUTING	10198802	10198802	10198802	10198802	0	0	0	0	0	0	0	0	10198802
HROPOLOGY	10196841	0	0	0	0	0	10196841	0	0	0	0	0	10196841
NDISPENSA	10195680	0	0	0	10195680	0	0	0	0	0	0	0	0
TURBANCES	10190257	0	0	0	0	0	10190257	0	0	0	0	0	10190257
DIRECTIVE	10183508	6766497	6766497	9984485	0	0	199023	0	0	0	0	0	6965520
TANDPOINT	10181841	0	0	0	10181841	0	0	0	0	0	0	0	9624150
STANDPOIN	10181841	0	0	10181841	0	0	0	0	0	0	0	0	0
CONSPIRAC	10181355	0	0	10181355	0	0	0	0	0	0	0	0	0
USTRIALIZ	10180229	0	0	0	0	0	10038739	0	141490	0	0	0	0
MANIFESTE	10179048	149955	149955	10179048	0	0	0	0	0	0	0	0	149955
NTERTAINE	10171539	0	0	0	10171539	0	0	0	0	0	0	0	0
CLEVELAND	10158130	10158130	10158130	10158130	0	0	0	0	0	0	0	0	10158130
EXPOSITIO	10156937	142316	142316	10156937	0	0	0	0	0	0	0	0	142316
ENDICULAR	10141358	0	0	0	0	0	146358	9995000	0	0	0	0	9102699
PENDICULA	10141358	0	0	0	0	146358	9995000	0	0	0	0	0	0
HONOURABL	10141087	0	0	9642846	0	0	498241	0	0	0	0	0	0
SERTATION	10140693	0	0	0	0	0	10140693	0	0	0	0	0	8960067
DISSERTAT	10140693	0	0	10140693	0	0	0	0	0	0	0	0	0
SSERTATIO	10140693	0	0	0	0	10140693	0	0	0	0	0	0	0
ISSERTATI	10140693	0	0	0	10140693	0	0	0	0	0	0	0	0
SYCHIATRY	10140541	0	0	0	9664771	0	0	0	0	475770	0	0	10140541
RISONMENT	10133594	0	0	0	0	0	10133594	0	0	0	0	0	9943746
IMPRISONM	10133594	0	0	10133594	0	0	0	0	0	0	0	0	0
PRISONMEN	10133594	0	0	0	0	10133594	0	0	0	0	0	0	0
MPRISONME	10133594	0	0	0	10133594	0	0	0	0	0	0	0	0
ENERALIZA	10131147	0	0	0	10131147	0	0	0	0	0	0	0	0
COMBINING	10130220	10005907	10005907	10005907	0	124313	0	0	0	0	0	0	10130220
ESURRECTI	10123143	0	0	0	10123143	0	0	0	0	0	0	0	0
EXPERTISE	10113966	10113966	10113966	10113966	0	0	0	0	0	0	0	0	10113966
CONCURREN	10099075	0	0	10099075	0	0	0	0	0	0	0	0	0
RESISTANT	10062532	10062532	10062532	10062532	0	0	0	0	0	0	0	0	10062532
ONOMICALL	10055069	0	0	0	0	9810915	109159	134995	0	0	0	0	0
NOMICALLY	10055069	0	0	0	0	0	9810915	109159	134995	0	0	0	10055069
FIDENTIAL	10053549	0	0	0	0	0	10053549	0	0	0	0	0	6511773
NFIDENTIA	10053549	0	0	0	0	10053549	0	0	0	0	0	0	0
ONFIDENTI	10053549	0	0	0	10053549	0	0	0	0	0	0	0	0
ISCIPLINA	10044139	0	0	0	5673041	0	0	0	0	4371098	0	0	167817
REDICTABL	10038860	0	0	0	6176147	0	3862713	0	0	0	0	0	0
EMISPHERE	10033659	0	0	0	10033659	0	0	0	0	0	0	0	8179672
PURCHASES	10032579	9923364	9923364	9923364	0	109215	0	0	0	0	0	0	10032579
ANIFESTED	10029093	0	0	0	10029093	0	0	0	0	0	0	0	10029093
EVALUATIN	10028761	0	0	10028761	0	0	0	0	0	0	0	0	0
VALUATING	10028761	0	0	0	10028761	0	0	0	0	0	0	0	10028761
XPOSITION	10014621	0	0	0	10014621	0	0	0	0	0	0	0	9086570
OCUMENTAT	10010883	0	0	0	10010883	0	0	0	0	0	0	0	0
CUMENTATI	10010883	0	0	0	0	10010883	0	0	0	0	0	0	0
EVIATIONS	10004056	0	0	0	6656466	0	0	3347590	0	0	0	0	10004056
VENTRICUL	10003033	0	0	8083828	0	0	0	340325	1578880	0	0	0	0
STORICALL	10002361	0	0	0	0	10002361	0	0	0	0	0	0	0
PIRATIONS	9999820	0	0	0	0	8743715	1256105	0	0	0	0	0	9999820
MOTIVATED	9998095	9738680	9738680	9738680	0	259415	0	0	0	0	0	0	9998095
ISSOLUTIO	9995218	0	0	0	9995218	0	0	0	0	0	0	0	0
SSOLUTION	9995218	0	0	0	0	9995218	0	0	0	0	0	0	9880537
DISSOLUTI	9995218	0	0	9995218	0	0	0	0	0	0	0	0	0
PERPENDIC	9995000	0	0	9995000	0	0	0	0	0	0	0	0	0
ERPENDICU	9995000	0	0	0	9995000	0	0	0	0	0	0	0	0
RPENDICUL	9995000	0	0	0	0	9995000	0	0	0	0	0	0	0
WANDERING	9993168	8233792	8233792	9993168	0	0	0	0	0	0	0	0	8233792
IGHTENING	9978430	0	0	0	2574858	5171920	1239774	991878	0	0	0	0	9762826
ATHOLOGIC	9976553	0	0	0	8850754	0	0	0	0	706707	230027	189065	2778948
ITIGATION	9975822	0	0	0	9975822	0	0	0	0	0	0	0	9842751
CONFORMIT	9958112	0	0	8758673	0	589584	609855	0	0	0	0	0	0
STITUENTS	9954755	0	0	0	0	0	9954755	0	0	0	0	0	9954755
SPENSABLE	9953888	0	0	0	0	249983	0	9703905	0	0	0	0	9953888
ANNOUNCEM	9946716	0	0	9946716	0	0	0	0	0	0	0	0	0
NNOUNCEME	9946716	0	0	0	9946716	0	0	0	0	0	0	0	0
APPRENTIC	9943187	0	0	9943187	0	0	0	0	0	0	0	0	0
PPRENTICE	9943187	0	0	0	9943187	0	0	0	0	0	0	0	3195841
SAFEGUARD	9940914	4505542	4505542	9940914	0	0	0	0	0	0	0	0	4505542
COMMANDIN	9940381	0	0	9940381	0	0	0	0	0	0	0	0	0
OMMANDING	9940381	0	0	0	9940381	0	0	0	0	0	0	0	9940381
NERALIZED	9934054	0	0	0	0	9934054	0	0	0	0	0	0	9934054
RISTOPHER	9930281	0	0	0	0	9930281	0	0	0	0	0	0	9930281
DELINQUEN	9923538	0	0	9923538	0	0	0	0	0	0	0	0	0
PRISINGLY	9917319	0	0	0	0	0	9573883	0	343436	0	0	0	9917319
RPRISINGL	9917319	0	0	0	0	9573883	0	343436	0	0	0	0	0
PRESIDENC	9913600	0	0	9913600	0	0	0	0	0	0	0	0	0
ERSATIONS	9912854	0	0	0	0	0	0	9912854	0	0	0	0	9912854
DECORATED	9905816	9523889	9523889	9523889	0	381927	0	0	0	0	0	0	9905816
WHOLESALE	9905079	7590828	7590828	9905079	0	0	0	0	0	0	0	0	7590828
ANSPARENT	9902797	0	0	0	0	9778431	0	0	0	124366	0	0	9502792
ANTIQUITY	9901877	9901877	9901877	9901877	0	0	0	0	0	0	0	0	9901877
SEGREGATI	9899834	0	0	8259923	0	1639911	0	0	0	0	0	0	0
HIERARCHI	9899181	0	0	9899181	0	0	0	0	0	0	0	0	0
PUBLICANS	9895841	409870	409870	409870	0	9485971	0	0	0	0	0	0	9895841
CROSCOPIC	9895584	0	0	0	0	9750314	0	0	145270	0	0	0	8083229
NTRICULAR	9894980	0	0	0	0	7975775	0	0	0	340325	1578880	0	9894980
ENTRICULA	9894980	0	0	0	7975775	0	0	0	340325	1578880	0	0	0
RESONANCE	9891553	8645503	8645503	9891553	0	0	0	0	0	0	0	0	8645503
ALONGSIDE	9890951	9890951	9890951	9890951	0	0	0	0	0	0	0	0	9890951
COINCIDEN	9887425	0	0	9887425	0	0	0	0	0	0	0	0	0
MOSPHERIC	9883431	0	0	0	0	9883431	0	0	0	0	0	0	9883431
TMOSPHERI	9883431	0	0	0	9883431	0	0	0	0	0	0	0	0
NEQUALITY	9879916	0	0	0	9879916	0	0	0	0	0	0	0	9879916
SCIPLINAR	9876322	0	0	0	0	5505224	0	0	0	0	4371098	0	0
GOVERNORS	9870274	8810702	8810702	9870274	0	0	0	0	0	0	0	0	8810702
LARIZATIO	9846445	0	0	0	0	5823758	0	2968762	218538	0	603684	231703	0
REALITIES	9832243	9832243	9832243	9832243	0	0	0	0	0	0	0	0	9832243
EREMONIES	9828280	0	0	0	9828280	0	0	0	0	0	0	0	9828280
CEREMONIE	9828280	0	0	9828280	0	0	0	0	0	0	0	0	0
YPERTENSI	9827244	0	0	0	9080763	0	0	0	746481	0	0	0	0
HYPERTENS	9827244	0	0	9080763	0	0	0	746481	0	0	0	0	0
ONSTRATES	9824732	0	0	0	0	0	9824732	0	0	0	0	0	9824732
MAINTAINS	9822280	9822280	9822280	9822280	0	0	0	0	0	0	0	0	9822280
ONFORMITY	9820917	0	0	0	8758673	0	452389	609855	0	0	0	0	9820917
RECONCILI	9817302	0	0	9817302	0	0	0	0	0	0	0	0	0
BENEVOLEN	9812435	0	0	9812435	0	0	0	0	0	0	0	0	0
ONCEIVABL	9808225	0	0	0	6947265	0	2860960	0	0	0	0	0	0
CONCEIVAB	9808225	0	0	6947265	0	2860960	0	0	0	0	0	0	0
OTOGRAPHE	9805659	0	0	0	0	9805659	0	0	0	0	0	0	0
UARANTEED	9803358	0	0	0	9803358	0	0	0	0	0	0	0	9803358
UMMARIZED	9803062	0	0	0	9803062	0	0	0	0	0	0	0	9803062
AUTONOMOU	9801390	0	0	9691159	0	0	0	110231	0	0	0	0	0
UTONOMOUS	9801390	0	0	0	9691159	0	0	0	110231	0	0	0	9331129
ACTIVATED	9799314	8280089	8280089	8280089	0	1519225	0	0	0	0	0	0	9799314
ELERATION	9797751	0	0	0	0	0	9797751	0	0	0	0	0	9056761
CELERATIO	9797751	0	0	0	0	9797751	0	0	0	0	0	0	0
SAPPOINTE	9791300	0	0	0	0	9791300	0	0	0	0	0	0	0
IMIZATION	9789356	0	0	0	0	0	8110075	1443037	236244	0	0	0	9554120
ROVERSIAL	9789164	0	0	0	0	0	0	9547893	0	241271	0	0	9388039
TROVERSIA	9789164	0	0	0	0	0	9547893	0	241271	0	0	0	0
ABSTRACTI	9786611	0	0	9786611	0	0	0	0	0	0	0	0	0
PROSTITUT	9778411	0	0	9778411	0	0	0	0	0	0	0	0	0
MISFORTUN	9776149	0	0	9776149	0	0	0	0	0	0	0	0	0
ISFORTUNE	9776149	0	0	0	9776149	0	0	0	0	0	0	0	6523713
PURCHASER	9772463	6800338	6800338	9772463	0	0	0	0	0	0	0	0	6800338
COMPLIMEN	9768933	0	0	9607874	0	161059	0	0	0	0	0	0	0
OMPLIMENT	9768933	0	0	0	9607874	0	161059	0	0	0	0	0	4091506
FORMIDABL	9764012	0	0	9764012	0	0	0	0	0	0	0	0	0
FASHIONED	9750288	8966946	8966946	8966946	0	136987	646355	0	0	0	0	0	9750288
CIVILIZED	9749201	9065408	9065408	9065408	0	683793	0	0	0	0	0	0	9749201
RENGTHENE	9746804	0	0	0	0	9746804	0	0	0	0	0	0	0
RMANENTLY	9743520	0	0	0	0	9743520	0	0	0	0	0	0	9743520
ERMANENTL	9743520	0	0	0	9743520	0	0	0	0	0	0	0	0
MUNICATED	9743067	0	0	0	0	0	8635368	0	1107699	0	0	0	9743067
ENSATIONS	9737522	0	0	0	8134050	0	0	1603472	0	0	0	0	9737522
PUBLICITY	9731567	9731567	9731567	9731567	0	0	0	0	0	0	0	0	9731567
ANONYMOUS	9730955	8780247	8780247	9730955	0	0	0	0	0	0	0	0	8780247
SPANIARDS	9730452	9730452	9730452	9730452	0	0	0	0	0	0	0	0	9730452
AMUSEMENT	9723245	7379887	7379887	9723245	0	0	0	0	0	0	0	0	7379887
STRUGGLES	9716989	9716989	9716989	9716989	0	0	0	0	0	0	0	0	9716989
UNPLEASAN	9716125	0	0	9716125	0	0	0	0	0	0	0	0	0
NPLEASANT	9716125	0	0	0	9716125	0	0	0	0	0	0	0	8552406
ESPECTABL	9714284	0	0	0	9714284	0	0	0	0	0	0	0	0
UNDERMINE	9711577	4677225	4677225	9711577	0	0	0	0	0	0	0	0	4677225
TERATIONS	9709715	0	0	0	1351632	8256403	0	101680	0	0	0	0	9709715
UESTIONIN	9709434	0	0	0	8882620	0	826814	0	0	0	0	0	0
QUESTIONI	9709434	0	0	8882620	0	826814	0	0	0	0	0	0	0
ESTIONING	9709434	0	0	0	0	8882620	0	826814	0	0	0	0	8950070
ESENTMENT	9698755	0	0	0	8699695	999060	0	0	0	0	0	0	8861256
RESENTMEN	9698755	0	0	8699695	999060	0	0	0	0	0	0	0	0
SLIGHTEST	9690105	9690105	9690105	9690105	0	0	0	0	0	0	0	0	9690105
CAMPAIGNS	9682497	9682497	9682497	9682497	0	0	0	0	0	0	0	0	9682497
JUSTMENTS	9673859	0	0	0	0	9093002	0	340041	240816	0	0	0	9673859
ENEFICIAR	9668238	0	0	0	9668238	0	0	0	0	0	0	0	0
HYPOTHESE	9646674	0	0	9646674	0	0	0	0	0	0	0	0	0
YPOTHESES	9646674	0	0	0	9646674	0	0	0	0	0	0	0	9646674
COUNSELOR	9643671	6057284	6057284	9643671	0	0	0	0	0	0	0	0	6057284
DISSATISF	9640891	0	0	9640891	0	0	0	0	0	0	0	0	0
FFICIALLY	9639335	0	0	0	9163637	0	475698	0	0	0	0	0	9639335
OFFICIALL	9639335	0	0	9163637	0	475698	0	0	0	0	0	0	0
ORMULATED	9637935	0	0	0	9188706	0	449229	0	0	0	0	0	9637935
ORMIDABLE	9632043	0	0	0	9632043	0	0	0	0	0	0	0	9632043
NCENTIVES	9626361	0	0	0	9338700	0	0	287661	0	0	0	0	9626361
GRADUATES	9621578	7804657	7804657	7804657	0	0	0	0	1816921	0	0	0	9621578
ONTRIBUTO	9618497	0	0	0	9618497	0	0	0	0	0	0	0	103079
MENDMENTS	9610718	0	0	0	9610718	0	0	0	0	0	0	0	9610718
MULATIONS	9610110	0	0	0	0	4234955	3801620	1573535	0	0	0	0	9610110
UPPRESSIO	9597798	0	0	0	9058926	0	0	0	0	0	538872	0	0
APPRAISAL	9593635	7581430	7581430	8795878	0	797757	0	0	0	0	0	0	8379187
EQUENTIAL	9590810	0	0	0	6993854	0	0	1707911	0	889045	0	0	7955394
SEQUENTIA	9590810	0	0	6993854	0	0	1707911	0	889045	0	0	0	0
NTERRUPTI	9586348	0	0	0	9586348	0	0	0	0	0	0	0	0
ELLOWSHIP	9584168	0	0	0	9584168	0	0	0	0	0	0	0	8194810
FELLOWSHI	9584168	0	0	9584168	0	0	0	0	0	0	0	0	0
ONTROLLER	9573053	0	0	0	9397101	0	0	0	0	175952	0	0	7364547
ADVANCING	9572890	9572890	9572890	9572890	0	0	0	0	0	0	0	0	9572890
CARPENTER	9571337	7331524	7331524	9571337	0	0	0	0	0	0	0	0	7331524
CONQUERED	9570948	9078271	9078271	9078271	0	492677	0	0	0	0	0	0	9570948
ROLOGICAL	9570067	0	0	0	164650	877276	5731988	0	2670155	0	0	125998	9225357
NISATIONS	9567653	0	0	0	0	0	0	9567653	0	0	0	0	9567653
ONTINGENT	9565867	0	0	0	9565867	0	0	0	0	0	0	0	8567293
NTERSECTI	9558700	0	0	0	9558700	0	0	0	0	0	0	0	0
SURVIVING	9555952	9555952	9555952	9555952	0	0	0	0	0	0	0	0	9555952
OWLEDGMEN	9553953	0	0	0	0	0	0	9553953	0	0	0	0	0
KNOWLEDGM	9553953	0	0	0	0	9553953	0	0	0	0	0	0	0
NOWLEDGME	9553953	0	0	0	0	0	9553953	0	0	0	0	0	0
WLEDGMENT	9553953	0	0	0	0	0	0	0	9553953	0	0	0	5210622
OCUMENTED	9550112	0	0	0	8749409	0	800703	0	0	0	0	0	9550112
DOCUMENTE	9550112	0	0	8749409	0	800703	0	0	0	0	0	0	0
CRIMINATE	9548554	0	0	0	0	433154	5711189	0	3404211	0	0	0	5647932
ORDINATED	9538314	1254830	1254830	1254830	0	5373306	2476552	433626	0	0	0	0	9538314
WONDERING	9532370	9265961	9265961	9532370	0	0	0	0	0	0	0	0	9265961
DESIGNATI	9526111	0	0	9526111	0	0	0	0	0	0	0	0	0
EGREGATIO	9522549	0	0	0	7882638	0	1639911	0	0	0	0	0	0
BSCRIPTIO	9521420	0	0	0	0	9521420	0	0	0	0	0	0	0
UBSCRIPTI	9521420	0	0	0	9521420	0	0	0	0	0	0	0	0
LIGHTNING	9515977	9140673	9140673	9515977	0	0	0	0	0	0	0	0	9140673
NTRIBUTOR	9515418	0	0	0	0	9515418	0	0	0	0	0	0	2698551
RESERVING	9513600	1487118	1487118	1487118	8026482	0	0	0	0	0	0	0	9513600
AGITATION	9513536	8989885	8989885	9513536	0	0	0	0	0	0	0	0	8989885
MEMORANDU	9513035	0	0	9513035	0	0	0	0	0	0	0	0	0
EMORANDUM	9513035	0	0	0	9513035	0	0	0	0	0	0	0	9308185
IMAGINARY	9512787	9512787	9512787	9512787	0	0	0	0	0	0	0	0	9512787
PLEASURES	9506686	9506686	9506686	9506686	0	0	0	0	0	0	0	0	9506686
ONOURABLE	9498988	0	0	0	9000747	0	0	498241	0	0	0	0	9498988
PREDICATE	9494248	5085331	5085331	9494248	0	0	0	0	0	0	0	0	5085331
BNORMALIT	9488538	0	0	0	9374281	114257	0	0	0	0	0	0	0
OECONOMIC	9487121	0	0	0	0	0	0	9487121	0	0	0	0	8601420
PRACTICAB	9484728	0	0	6436346	0	3048382	0	0	0	0	0	0	0
PREMATURE	9484708	7350674	7350674	9484708	0	0	0	0	0	0	0	0	7350674
HTEOUSNES	9482354	0	0	0	0	0	9054513	0	427841	0	0	0	0
GHTEOUSNE	9482354	0	0	0	0	9054513	0	427841	0	0	0	0	0
IGHTEOUSN	9482354	0	0	0	9054513	0	427841	0	0	0	0	0	0
TEOUSNESS	9482354	0	0	0	0	0	0	9054513	0	427841	0	0	9482354
SCENDANTS	9472003	0	0	0	0	9472003	0	0	0	0	0	0	9472003
SPECTABLE	9470888	0	0	0	0	9470888	0	0	0	0	0	0	9470888
SCOVERIES	9459985	0	0	0	0	9459985	0	0	0	0	0	0	9459985
ISCOVERIE	9459985	0	0	0	9459985	0	0	0	0	0	0	0	0
TUTIONALI	9457414	0	0	0	0	0	0	0	6139905	2930851	201769	184889	0
TRANSIENT	9454961	8319720	8319720	9454961	0	0	0	0	0	0	0	0	8319720
RESBYTERI	9453697	0	0	0	9453697	0	0	0	0	0	0	0	0
CONCLUDES	9449452	9449452	9449452	9449452	0	0	0	0	0	0	0	0	9449452
SUPPRESSE	9449060	0	0	9241086	0	0	0	0	0	207974	0	0	0
FOREGOING	9440659	9440659	9440659	9440659	0	0	0	0	0	0	0	0	9440659
VICTORIAN	9439537	8699613	8699613	9439537	0	0	0	0	0	0	0	0	8699613
IMINATING	9436683	0	0	0	0	6062231	0	698881	2536708	0	138863	0	9436683
IMULATING	9434120	0	0	0	1337028	8097092	0	0	0	0	0	0	9434120
TREASURER	9428558	8937344	8937344	9428558	0	0	0	0	0	0	0	0	8937344
THWESTERN	9425172	0	0	0	0	0	9425172	0	0	0	0	0	9425172
OFFSPRING	9416120	9292165	9292165	9416120	0	0	0	0	0	0	0	0	9292165
MARRIAGES	9415787	9228989	9228989	9228989	0	0	0	0	186798	0	0	0	9415787
TINUATION	9415546	0	0	0	0	0	8874363	0	0	541183	0	0	9145080
NTINUATIO	9415546	0	0	0	0	8874363	0	0	541183	0	0	0	0
CONTINUAT	9415546	0	0	8874363	0	0	541183	0	0	0	0	0	0
ONTINUATI	9415546	0	0	0	8874363	0	0	541183	0	0	0	0	0
MOGRAPHIC	9413599	0	0	0	0	9105716	129060	0	0	0	178823	0	8000051
NUSCRIPTS	9413474	0	0	0	0	9413474	0	0	0	0	0	0	9413474
BANKRUPTC	9413021	0	0	9413021	0	0	0	0	0	0	0	0	0
RCHANDISE	9412987	0	0	0	0	9412987	0	0	0	0	0	0	9169700
REFRIGERA	9398453	0	0	9398453	0	0	0	0	0	0	0	0	0
OINTMENTS	9397231	560151	560151	560151	0	0	7091673	0	0	1745407	0	0	9397231
ENCOMPASS	9391665	2677202	2677202	9391665	0	0	0	0	0	0	0	0	2677202
ABNORMALI	9374281	0	0	9374281	0	0	0	0	0	0	0	0	0
ORTIONATE	9369451	0	0	0	0	0	218827	5214487	0	0	3936137	0	5579333
UALIZATIO	9368410	0	0	0	0	1621364	4237166	104628	0	103137	3030180	0	0
CARIBBEAN	9366284	9366284	9366284	9366284	0	0	0	0	0	0	0	0	9366284
REHOLDERS	9365637	0	0	0	0	0	9365637	0	0	0	0	0	9365637
